chrom	chromStart	chromEnd	name	score	strand	thickStart	thickEnd	reserved	blockCount	blockSizes	chromStarts	name2	cdsStartStat	cdsEndStat	exonFrames	type	geneName	geneName2	geneType	status	annotationType	position	longName	syns	subCellLoc	comments	uniProtId	pmids
chr3	15714650	15721010	repeat	0	-	15714650	15721010	0,150,250	2	6,96	0,6264		cmpl	cmpl	0,0	trembl				Unreviewed (TrEMBL)	repeat	amino acids 215-248 on protein B4DIW9				ANK	B4DIW9	
chr3	15720917	15721010	repeat	1000	-	15720917	15721010	12,12,120	1	93	0		cmpl	cmpl	0	swissprot				Manually reviewed (Swiss-Prot)	repeat	amino acids 271-301 on protein O15084				ANK 8	O15084	
chr3	15721010	15721109	repeat	0	-	15721010	15721109	0,150,250	1	99	0		cmpl	cmpl	0	trembl				Unreviewed (TrEMBL)	repeat	amino acids 182-214 on protein B4DIW9				ANK	B4DIW9	
chr3	15721019	15721109	repeat	1000	-	15721019	15721109	12,12,120	1	90	0		cmpl	cmpl	0	swissprot				Manually reviewed (Swiss-Prot)	repeat	amino acids 238-267 on protein O15084				ANK 7	O15084	
chr3	15721109	15724462	repeat	0	-	15721109	15724462	0,150,250	2	18,81	0,3272		cmpl	cmpl	0,0	trembl				Unreviewed (TrEMBL)	repeat	amino acids 149-181 on protein B4DIW9				ANK	B4DIW9	
chr3	15721118	15724462	repeat	1000	-	15721118	15724462	12,12,120	2	9,81	0,3263		cmpl	cmpl	0,0	swissprot				Manually reviewed (Swiss-Prot)	repeat	amino acids 205-234 on protein O15084				ANK 6	O15084	
chr3	15724462	15735446	repeat	0	-	15724462	15735446	0,150,250	2	62,37	0,10947		cmpl	cmpl	0,0	trembl				Unreviewed (TrEMBL)	repeat	amino acids 116-148 on protein B4DIW9				ANK	B4DIW9	
chr3	15724471	15735446	repeat	1000	-	15724471	15735446	12,12,120	2	53,37	0,10938		cmpl	cmpl	0,0	swissprot				Manually reviewed (Swiss-Prot)	repeat	amino acids 172-201 on protein O15084				ANK 5	O15084	
chr3	15735446	15737080	repeat	0	-	15735446	15737080	0,150,250	2	51,48	0,1586		cmpl	cmpl	0,0	trembl				Unreviewed (TrEMBL)	repeat	amino acids 83-115 on protein B4DIW9				ANK	B4DIW9	
chr3	15735455	15737080	repeat	1000	-	15735455	15737080	12,12,120	2	42,48	0,1577		cmpl	cmpl	0,0	swissprot				Manually reviewed (Swiss-Prot)	repeat	amino acids 139-168 on protein O15084				ANK 4	O15084	
chr3	15737080	15737179	repeat	0	-	15737080	15737179	0,150,250	1	99	0		cmpl	cmpl	0	trembl				Unreviewed (TrEMBL)	repeat	amino acids 50-82 on protein B4DIW9				ANK	B4DIW9	
chr3	15737089	15737179	repeat	1000	-	15737089	15737179	12,12,120	1	90	0		cmpl	cmpl	0	swissprot				Manually reviewed (Swiss-Prot)	repeat	amino acids 106-135 on protein O15084				ANK 3	O15084	
chr3	15737188	15751794	repeat	1000	-	15737188	15751794	12,12,120	2	45,45	0,14561		cmpl	cmpl	0,0	swissprot				Manually reviewed (Swiss-Prot)	repeat	amino acids 73-102 on protein O15084				ANK 2	O15084	
chr3	15751803	15766306	repeat	1000	-	15751803	15766306	12,12,120	2	17,73	0,14430		cmpl	cmpl	0,0	swissprot				Manually reviewed (Swiss-Prot)	repeat	amino acids 40-69 on protein O15084				ANK 1	O15084	
chr3	26709864	26709930	repeat	1000	+	26709864	26709930	12,12,120	1	66	0		cmpl	cmpl	0	swissprot				Manually reviewed (Swiss-Prot)	repeat	amino acids 65-86 on protein Q96PB8				LRR 1	Q96PB8	
chr3	26709936	26710002	repeat	1000	+	26709936	26710002	12,12,120	1	66	0		cmpl	cmpl	0	swissprot				Manually reviewed (Swiss-Prot)	repeat	amino acids 89-110 on protein Q96PB8				LRR 2	Q96PB8	
chr3	26710011	26710077	repeat	1000	+	26710011	26710077	12,12,120	1	66	0		cmpl	cmpl	0	swissprot				Manually reviewed (Swiss-Prot)	repeat	amino acids 114-135 on protein Q96PB8				LRR 3	Q96PB8	
chr3	27307908	27310960	repeat	1000	-	27307908	27310960	12,12,120	3	37,80,12	0,1017,3040		cmpl	cmpl	0,0,0	swissprot				Manually reviewed (Swiss-Prot)	repeat	amino acids 209-251 on protein Q6ZWH5				ARM	Q6ZWH5	
chr3	32764731	32765073	repeat	0	+	32764731	32765073	0,150,250	2	78,24	0,318		cmpl	cmpl	0,0	trembl				Unreviewed (TrEMBL)	repeat	amino acids 562-595 on protein E9PCN5				TPR	E9PCN5	
chr3	32890638	32890944	repeat	1000	+	32890638	32890944	12,12,120	1	306	0		cmpl	cmpl	0	swissprot				Manually reviewed (Swiss-Prot)	repeat	amino acids 479-580 on protein Q2Q1W2				Filamin	Q2Q1W2	
chr3	32890980	32891112	repeat	1000	+	32890980	32891112	12,12,120	1	132	0		cmpl	cmpl	0	swissprot				Manually reviewed (Swiss-Prot)	repeat	amino acids 593-636 on protein Q2Q1W2				NHL 1	Q2Q1W2	
chr3	32891121	32891253	repeat	1000	+	32891121	32891253	12,12,120	1	132	0		cmpl	cmpl	0	swissprot				Manually reviewed (Swiss-Prot)	repeat	amino acids 640-683 on protein Q2Q1W2				NHL 2	Q2Q1W2	
chr3	32891262	32891394	repeat	1000	+	32891262	32891394	12,12,120	1	132	0		cmpl	cmpl	0	swissprot				Manually reviewed (Swiss-Prot)	repeat	amino acids 687-730 on protein Q2Q1W2				NHL 3	Q2Q1W2	
chr3	32891403	32891535	repeat	1000	+	32891403	32891535	12,12,120	1	132	0		cmpl	cmpl	0	swissprot				Manually reviewed (Swiss-Prot)	repeat	amino acids 734-777 on protein Q2Q1W2				NHL 4	Q2Q1W2	
chr3	32891544	32891676	repeat	1000	+	32891544	32891676	12,12,120	1	132	0		cmpl	cmpl	0	swissprot				Manually reviewed (Swiss-Prot)	repeat	amino acids 781-824 on protein Q2Q1W2				NHL 5	Q2Q1W2	
chr3	32891685	32891808	repeat	1000	+	32891685	32891808	12,12,120	1	123	0		cmpl	cmpl	0	swissprot				Manually reviewed (Swiss-Prot)	repeat	amino acids 828-868 on protein Q2Q1W2				NHL 6	Q2Q1W2	
chr3	33359342	33364690	repeat	1000	+	33359342	33364690	12,12,120	2	15,66	0,5282		cmpl	cmpl	0,0	swissprot				Manually reviewed (Swiss-Prot)	repeat	amino acids 61-87 on protein Q9UKC9				LRR 1	Q9UKC9	
chr3	33364690	33373140	repeat	1000	+	33364690	33373140	12,12,120	2	29,49	0,8401		cmpl	cmpl	0,0	swissprot				Manually reviewed (Swiss-Prot)	repeat	amino acids 88-113 on protein Q9UKC9				LRR 2	Q9UKC9	
chr3	33373140	33373317	repeat	1000	+	33373140	33373317	12,12,120	2	20,58	0,119		cmpl	cmpl	0,0	swissprot				Manually reviewed (Swiss-Prot)	repeat	amino acids 114-139 on protein Q9UKC9				LRR 3	Q9UKC9	
chr3	33373317	33373617	repeat	1000	+	33373317	33373617	12,12,120	2	38,40	0,260		cmpl	cmpl	0,0	swissprot				Manually reviewed (Swiss-Prot)	repeat	amino acids 140-165 on protein Q9UKC9				LRR 4	Q9UKC9	
chr3	33373617	33373695	repeat	1000	+	33373617	33373695	12,12,120	1	78	0		cmpl	cmpl	0	swissprot				Manually reviewed (Swiss-Prot)	repeat	amino acids 166-191 on protein Q9UKC9				LRR 5	Q9UKC9	
chr3	33373695	33373915	repeat	1000	+	33373695	33373915	12,12,120	2	9,69	0,151		cmpl	cmpl	0,0	swissprot				Manually reviewed (Swiss-Prot)	repeat	amino acids 192-217 on protein Q9UKC9				LRR 6	Q9UKC9	
chr3	33373915	33375359	repeat	1000	+	33373915	33375359	12,12,120	2	6,72	0,1372		cmpl	cmpl	0,0	swissprot				Manually reviewed (Swiss-Prot)	repeat	amino acids 218-243 on protein Q9UKC9				LRR 7	Q9UKC9	
chr3	33375359	33377291	repeat	1000	+	33375359	33377291	12,12,120	2	59,19	0,1913		cmpl	cmpl	0,0	swissprot				Manually reviewed (Swiss-Prot)	repeat	amino acids 244-269 on protein Q9UKC9				LRR 8	Q9UKC9	
chr3	33377291	33378138	repeat	1000	+	33377291	33378138	12,12,120	2	42,36	0,811		cmpl	cmpl	0,0	swissprot				Manually reviewed (Swiss-Prot)	repeat	amino acids 270-295 on protein Q9UKC9				LRR 9	Q9UKC9	
chr3	33378138	33384000	repeat	1000	+	33378138	33384000	12,12,120	3	9,57,12	0,546,5850		cmpl	cmpl	0,0,0	swissprot				Manually reviewed (Swiss-Prot)	repeat	amino acids 296-321 on protein Q9UKC9				LRR 10	Q9UKC9	
chr3	33384000	33384087	repeat	1000	+	33384000	33384087	12,12,120	1	87	0		cmpl	cmpl	0	swissprot				Manually reviewed (Swiss-Prot)	repeat	amino acids 322-350 on protein Q9UKC9				LRR 11	Q9UKC9	
chr3	33384087	33384162	repeat	1000	+	33384087	33384162	12,12,120	1	75	0		cmpl	cmpl	0	swissprot				Manually reviewed (Swiss-Prot)	repeat	amino acids 351-375 on protein Q9UKC9				LRR 12	Q9UKC9	
chr3	33384162	33385539	repeat	1000	+	33384162	33385539	12,12,120	2	39,39	0,1338		cmpl	cmpl	0,0	swissprot				Manually reviewed (Swiss-Prot)	repeat	amino acids 376-401 on protein Q9UKC9				LRR 13	Q9UKC9	
chr3	33501690	33510593	repeat	1000	-	33501690	33510593	12,12,120	2	78,36	0,8867		cmpl	cmpl	0,0	swissprot				Manually reviewed (Swiss-Prot)	repeat	amino acids 1216-1253 on protein O75122				HEAT 8	O75122	
chr3	33516091	33517034	repeat	1000	-	33516091	33517034	12,12,120	2	60,54	0,889		cmpl	cmpl	0,0	swissprot				Manually reviewed (Swiss-Prot)	repeat	amino acids 1098-1135 on protein O75122				HEAT 7	O75122	
chr3	33517052	33517166	repeat	1000	-	33517052	33517166	12,12,120	1	114	0		cmpl	cmpl	0	swissprot				Manually reviewed (Swiss-Prot)	repeat	amino acids 1054-1091 on protein O75122				HEAT 6	O75122	
chr3	33551341	33559366	repeat	1000	-	33551341	33559366	12,12,120	2	54,60	0,7965		cmpl	cmpl	0,0	swissprot				Manually reviewed (Swiss-Prot)	repeat	amino acids 772-809 on protein O75122				HEAT 5	O75122	
chr3	33560860	33566734	repeat	1000	-	33560860	33566734	12,12,120	2	111,3	0,5871		cmpl	cmpl	0,0	swissprot				Manually reviewed (Swiss-Prot)	repeat	amino acids 710-747 on protein O75122				HEAT 4	O75122	
chr3	33606724	33608568	repeat	1000	-	33606724	33608568	12,12,120	3	34,78,2	0,659,1842		cmpl	cmpl	0,0,0	swissprot				Manually reviewed (Swiss-Prot)	repeat	amino acids 250-287 on protein O75122				HEAT 3	O75122	
chr3	33608580	33612065	repeat	1000	-	33608580	33612065	12,12,120	2	46,65	0,3420		cmpl	cmpl	0,0	swissprot				Manually reviewed (Swiss-Prot)	repeat	amino acids 209-245 on protein O75122				HEAT 2	O75122	
chr3	33612065	33619704	repeat	1000	-	33612065	33619704	12,12,120	2	6,102	0,7537		cmpl	cmpl	0,0	swissprot				Manually reviewed (Swiss-Prot)	repeat	amino acids 173-208 on protein O75122				HEAT 1	O75122	
chr3	33684384	33687104	repeat	0	-	33684384	33687104	0,150,250	2	72,45	0,2675		cmpl	cmpl	0,0	trembl				Unreviewed (TrEMBL)	repeat	amino acids 168-206 on protein A0A804HJG7				HEAT	A0A804HJG7	
chr3	36834814	36838380	repeat	1000	-	36834814	36838380	12,12,120	2	93,9	0,3557		cmpl	cmpl	0,0	swissprot				Manually reviewed (Swiss-Prot)	repeat	amino acids 1793-1826 on protein O15050				TPR 4	O15050	
chr3	36838668	36842675	repeat	1000	-	36838668	36842675	12,12,120	2	48,54	0,3953		cmpl	cmpl	0,0	swissprot				Manually reviewed (Swiss-Prot)	repeat	amino acids 1699-1732 on protein O15050				TPR 3	O15050	
chr3	36857864	36857954	repeat	1000	-	36857864	36857954	12,12,120	1	90	0		cmpl	cmpl	0	swissprot				Manually reviewed (Swiss-Prot)	repeat	amino acids 546-575 on protein O15050				ANK 6	O15050	
chr3	36858035	36858769	repeat	1000	-	36858035	36858769	12,12,120	2	14,52	0,682		cmpl	cmpl	0,0	swissprot				Manually reviewed (Swiss-Prot)	repeat	amino acids 497-518 on protein O15050				ANK 5	O15050	
chr3	36858781	36858871	repeat	1000	-	36858781	36858871	12,12,120	1	90	0		cmpl	cmpl	0	swissprot				Manually reviewed (Swiss-Prot)	repeat	amino acids 463-492 on protein O15050				ANK 4	O15050	
chr3	36874243	36889886	repeat	1000	-	36874243	36889886	12,12,120	2	53,58	0,15585		cmpl	cmpl	0,0	swissprot				Manually reviewed (Swiss-Prot)	repeat	amino acids 240-276 on protein O15050				ANK 3	O15050	
chr3	36889907	36892238	repeat	1000	-	36889907	36892238	12,12,120	2	53,37	0,2294		cmpl	cmpl	0,0	swissprot				Manually reviewed (Swiss-Prot)	repeat	amino acids 203-232 on protein O15050				ANK 2	O15050	
chr3	36892250	36892903	repeat	1000	-	36892250	36892903	12,12,120	2	90,3	0,650		cmpl	cmpl	0,0	swissprot				Manually reviewed (Swiss-Prot)	repeat	amino acids 168-198 on protein O15050				ANK 1	O15050	
chr3	36899163	36903151	repeat	1000	-	36899163	36903151	12,12,120	2	96,3	0,3985		cmpl	cmpl	0,0	swissprot				Manually reviewed (Swiss-Prot)	repeat	amino acids 50-82 on protein O15050				TPR 2	O15050	
chr3	36903154	36903256	repeat	1000	-	36903154	36903256	12,12,120	1	102	0		cmpl	cmpl	0	swissprot				Manually reviewed (Swiss-Prot)	repeat	amino acids 15-48 on protein O15050				TPR 1	O15050	
chr3	37452476	37471109	repeat	1000	+	37452476	37471109	12,12,120	2	83,103	0,18530		cmpl	cmpl	0,0	swissprot				Manually reviewed (Swiss-Prot)	repeat	amino acids 35-96 on protein Q13797				FG-GAP 1	Q13797	
chr3	37452476	37471109	repeat	0	+	37452476	37471109	0,150,250	2	83,103	0,18530		cmpl	cmpl	0,0	trembl				Unreviewed (TrEMBL)	repeat	amino acids 35-96 on protein E9PDS3				FG-GAP	E9PDS3	
chr3	37473370	37481585	repeat	1000	+	37473370	37481585	12,12,120	2	90,102	0,8113		cmpl	cmpl	0,0	swissprot				Manually reviewed (Swiss-Prot)	repeat	amino acids 111-174 on protein Q13797				FG-GAP 2	Q13797	
chr3	37481606	37503261	repeat	1000	+	37481606	37503261	12,12,120	3	1,68,84	0,12894,21571		cmpl	cmpl	0,0,0	swissprot				Manually reviewed (Swiss-Prot)	repeat	amino acids 182-232 on protein Q13797				FG-GAP 3	Q13797	
chr3	37503261	37508597	repeat	1000	+	37503261	37508597	12,12,120	3	46,86,39	0,2738,5297		cmpl	cmpl	0,0,0	swissprot				Manually reviewed (Swiss-Prot)	repeat	amino acids 233-289 on protein Q13797				FG-GAP 4	Q13797	
chr3	37508597	37517515	repeat	1000	+	37508597	37517515	12,12,120	3	30,138,12	0,5165,8906		cmpl	cmpl	0,0,0	swissprot				Manually reviewed (Swiss-Prot)	repeat	amino acids 290-349 on protein Q13797				FG-GAP 5	Q13797	
chr3	37508597	37517515	repeat	0	+	37508597	37517515	0,150,250	3	30,138,12	0,5165,8906		cmpl	cmpl	0,0,0	trembl				Unreviewed (TrEMBL)	repeat	amino acids 290-349 on protein E9PDS3				FG-GAP	E9PDS3	
chr3	37517518	37519342	repeat	1000	+	37517518	37519342	12,12,120	2	91,83	0,1741		cmpl	cmpl	0,0	swissprot				Manually reviewed (Swiss-Prot)	repeat	amino acids 351-408 on protein Q13797				FG-GAP 6	Q13797	
chr3	37517518	37519342	repeat	0	+	37517518	37519342	0,150,250	2	91,83	0,1741		cmpl	cmpl	0,0	trembl				Unreviewed (TrEMBL)	repeat	amino acids 351-408 on protein E9PDS3				FG-GAP	E9PDS3	
chr3	37519348	37533362	repeat	1000	+	37519348	37533362	12,12,120	4	6,91,46,49	0,4172,6677,13965		cmpl	cmpl	0,0,0,0	swissprot				Manually reviewed (Swiss-Prot)	repeat	amino acids 411-474 on protein Q13797				FG-GAP 7	Q13797	
chr3	37519348	37533362	repeat	0	+	37519348	37533362	0,150,250	4	6,91,46,49	0,4172,6677,13965		cmpl	cmpl	0,0,0,0	trembl				Unreviewed (TrEMBL)	repeat	amino acids 411-474 on protein E9PDS3				FG-GAP	E9PDS3	
chr3	37993900	37994347	repeat	1000	+	37993900	37994347	12,12,120	2	72,87	0,360		cmpl	cmpl	0,0	swissprot				Manually reviewed (Swiss-Prot)	repeat	amino acids 22-74 on protein O15195				Gelsolin-like 1	O15195	
chr3	37995832	37997184	repeat	1000	+	37995832	37997184	12,12,120	2	15,108	0,1244		cmpl	cmpl	0,0	swissprot				Manually reviewed (Swiss-Prot)	repeat	amino acids 146-186 on protein O15195				Gelsolin-like 2	O15195	
chr3	37998111	37998343	repeat	1000	+	37998111	37998343	12,12,120	2	57,78	0,154		cmpl	cmpl	0,0	swissprot				Manually reviewed (Swiss-Prot)	repeat	amino acids 263-307 on protein O15195				Gelsolin-like 3	O15195	
chr3	38001473	38001731	repeat	1000	+	38001473	38001731	12,12,120	2	120,30	0,228		cmpl	cmpl	0,0	swissprot				Manually reviewed (Swiss-Prot)	repeat	amino acids 401-450 on protein O15195				Gelsolin-like 4	O15195	
chr3	38002476	38003191	repeat	1000	+	38002476	38003191	12,12,120	2	99,24	0,691		cmpl	cmpl	0,0	swissprot				Manually reviewed (Swiss-Prot)	repeat	amino acids 521-561 on protein O15195				Gelsolin-like 5	O15195	
chr3	38004318	38005836	repeat	1000	+	38004318	38005836	12,12,120	2	81,45	0,1473		cmpl	cmpl	0,0	swissprot				Manually reviewed (Swiss-Prot)	repeat	amino acids 624-665 on protein O15195				Gelsolin-like 6	O15195	
chr3	38550950	38555670	repeat	1000	-	38550950	38555670	12,12,120	3	608,271,15	0,3328,4705		cmpl	cmpl	0,0,0	swissprot				Manually reviewed (Swiss-Prot)	repeat	amino acids 1510-1807 on protein Q14524				IV	Q14524	
chr3	38555694	38575404	repeat	1000	-	38555694	38575404	12,12,120	7	66,138,54,282,123,174,108	0,746,1536,4452,6720,10714,19602		cmpl	cmpl	0,0,0,0,0,0,0	swissprot				Manually reviewed (Swiss-Prot)	repeat	amino acids 1187-1501 on protein Q14524				III	Q14524	
chr3	38581251	38597896	repeat	1000	-	38581251	38597896	12,12,120	4	120,351,174,168	0,4439,6148,16477		cmpl	cmpl	0,0,0,0	swissprot				Manually reviewed (Swiss-Prot)	repeat	amino acids 699-969 on protein Q14524				II	Q14524	
chr3	38606028	38630366	repeat	1000	-	38606028	38630366	12,12,120	8	120,142,64,231,92,129,90,56	0,640,2122,3705,7946,14814,16371,24282		cmpl	cmpl	0,0,0,0,0,0,0,0	swissprot				Manually reviewed (Swiss-Prot)	repeat	amino acids 113-420 on protein Q14524				I	Q14524	
chr3	38697948	38707293	repeat	1000	-	38697948	38707293	12,12,120	3	614,271,15	0,3890,9330		cmpl	cmpl	0,0,0	swissprot				Manually reviewed (Swiss-Prot)	repeat	amino acids 1458-1757 on protein Q9Y5Y9				IV	Q9Y5Y9	
chr3	38707317	38722347	repeat	1000	-	38707317	38722347	12,12,120	7	66,138,54,285,123,174,90	0,2160,3526,4843,6640,11335,14940		cmpl	cmpl	0,0,0,0,0,0,0	swissprot				Manually reviewed (Swiss-Prot)	repeat	amino acids 1140-1449 on protein Q9Y5Y9				III	Q9Y5Y9	
chr3	38726959	38742458	repeat	1000	-	38726959	38742458	12,12,120	4	93,360,174,168	0,1582,12555,15331		cmpl	cmpl	0,0,0,0	swissprot				Manually reviewed (Swiss-Prot)	repeat	amino acids 647-911 on protein Q9Y5Y9				II	Q9Y5Y9	
chr3	38756748	38792093	repeat	1000	-	38756748	38792093	12,12,120	8	123,142,67,192,92,129,81,44	0,269,3932,4443,6756,14530,32207,35301		cmpl	cmpl	0,0,0,0,0,0,0,0	swissprot				Manually reviewed (Swiss-Prot)	repeat	amino acids 116-405 on protein Q9Y5Y9				I	Q9Y5Y9	
chr3	38847152	38863209	repeat	1000	-	38847152	38863209	12,12,120	3	590,271,15	0,3328,16042		cmpl	cmpl	0,0,0	swissprot				Manually reviewed (Swiss-Prot)	repeat	amino acids 1348-1639 on protein Q9UI33				IV	Q9UI33	
chr3	38863233	38883322	repeat	1000	-	38863233	38883322	12,12,120	7	66,138,54,264,102,174,90	0,4087,7457,8211,8959,16716,19999		cmpl	cmpl	0,0,0,0,0,0,0	swissprot				Manually reviewed (Swiss-Prot)	repeat	amino acids 1044-1339 on protein Q9UI33				III	Q9UI33	
chr3	38894868	38904032	repeat	1000	-	38894868	38904032	12,12,120	4	96,381,180,168	0,1976,5025,8996		cmpl	cmpl	0,0,0,0	swissprot				Manually reviewed (Swiss-Prot)	repeat	amino acids 559-833 on protein Q9UI33				II	Q9UI33	
chr3	38909071	38946832	repeat	1000	-	38909071	38946832	12,12,120	8	123,142,67,180,95,129,102,44	0,994,10863,12004,16343,17731,36339,37717		cmpl	cmpl	0,0,0,0,0,0,0,0	swissprot				Manually reviewed (Swiss-Prot)	repeat	amino acids 115-408 on protein Q9UI33				I	Q9UI33	
chr3	39063076	39063190	repeat	0	+	39063076	39063190	0,150,250	1	114	0		cmpl	cmpl	0	trembl				Unreviewed (TrEMBL)	repeat	amino acids 26-67 on protein F8W6P2				WD	F8W6P2	
chr3	39063076	39063181	repeat	0	+	39063076	39063181	0,150,250	1	105	0		cmpl	cmpl	0	trembl				Unreviewed (TrEMBL)	repeat	amino acids 26-60 on protein A0A024R2L1				WD	A0A024R2L1	
chr3	39063082	39065822	repeat	1000	+	39063082	39065822	12,12,120	2	108,12	0,2728		cmpl	cmpl	0,0	swissprot				Manually reviewed (Swiss-Prot)	repeat	amino acids 28-67 on protein Q8TAF3				WD 1	Q8TAF3	
chr3	39065831	39066615	repeat	0	+	39065831	39066615	0,150,250	2	58,68	0,716		cmpl	cmpl	0,0	trembl				Unreviewed (TrEMBL)	repeat	amino acids 71-112 on protein A0A024R2L1				WD	A0A024R2L1	
chr3	39065837	39066615	repeat	1000	+	39065837	39066615	12,12,120	2	52,68	0,710		cmpl	cmpl	0,0	swissprot				Manually reviewed (Swiss-Prot)	repeat	amino acids 73-112 on protein Q8TAF3				WD 2	Q8TAF3	
chr3	39066615	39066856	repeat	0	+	39066615	39066856	0,150,250	2	15,111	0,130		cmpl	cmpl	0,0	trembl				Unreviewed (TrEMBL)	repeat	amino acids 113-154 on protein A0A024R2L1				WD	A0A024R2L1	
chr3	39066621	39066856	repeat	1000	+	39066621	39066856	12,12,120	2	9,111	0,124		cmpl	cmpl	0,0	swissprot				Manually reviewed (Swiss-Prot)	repeat	amino acids 115-154 on protein Q8TAF3				WD 3	Q8TAF3	
chr3	39068778	39069687	repeat	0	+	39068778	39069687	0,150,250	2	81,45	0,864		cmpl	cmpl	0,0	trembl				Unreviewed (TrEMBL)	repeat	amino acids 164-205 on protein A0A024R2L1				WD	A0A024R2L1	
chr3	39068784	39069687	repeat	1000	+	39068784	39069687	12,12,120	2	75,45	0,858		cmpl	cmpl	0,0	swissprot				Manually reviewed (Swiss-Prot)	repeat	amino acids 166-205 on protein Q8TAF3				WD 4	Q8TAF3	
chr3	39069687	39074794	repeat	0	+	39069687	39074794	0,150,250	2	57,69	0,5038		cmpl	cmpl	0,0	trembl				Unreviewed (TrEMBL)	repeat	amino acids 206-247 on protein A0A024R2L1				WD	A0A024R2L1	
chr3	39069687	39074749	repeat	0	+	39069687	39074749	0,150,250	2	57,24	0,5038		cmpl	cmpl	0,0	trembl				Unreviewed (TrEMBL)	repeat	amino acids 136-162 on protein C9JC24				WD	C9JC24	
chr3	39069693	39074794	repeat	1000	+	39069693	39074794	12,12,120	2	51,69	0,5032		cmpl	cmpl	0,0	swissprot				Manually reviewed (Swiss-Prot)	repeat	amino acids 208-247 on protein Q8TAF3				WD 5	Q8TAF3	
chr3	39074800	39074920	repeat	1000	+	39074800	39074920	12,12,120	1	120	0		cmpl	cmpl	0	swissprot				Manually reviewed (Swiss-Prot)	repeat	amino acids 250-289 on protein Q8TAF3				WD 6	Q8TAF3	
chr3	39074926	39078166	repeat	1000	+	39074926	39078166	12,12,120	3	24,75,30	0,2212,3210		cmpl	cmpl	0,0,0	swissprot				Manually reviewed (Swiss-Prot)	repeat	amino acids 292-334 on protein Q8TAF3				WD 7	Q8TAF3	
chr3	39078235	39084172	repeat	1000	+	39078235	39084172	12,12,120	3	4,98,18	0,1475,5919		cmpl	cmpl	0,0,0	swissprot				Manually reviewed (Swiss-Prot)	repeat	amino acids 358-397 on protein Q8TAF3				WD 8	Q8TAF3	
chr3	39107846	39109171	repeat	1000	+	39107846	39109171	12,12,120	2	18,87	0,1238		cmpl	cmpl	0,0	swissprot				Manually reviewed (Swiss-Prot)	repeat	amino acids 4-38 on protein Q8NDW8				TPR 1	Q8NDW8	
chr3	39110909	39111011	repeat	1000	+	39110909	39111011	12,12,120	1	102	0		cmpl	cmpl	0	swissprot				Manually reviewed (Swiss-Prot)	repeat	amino acids 110-143 on protein Q8NDW8				TPR 2	Q8NDW8	
chr3	39112457	39112562	repeat	1000	+	39112457	39112562	12,12,120	1	105	0		cmpl	cmpl	0	swissprot				Manually reviewed (Swiss-Prot)	repeat	amino acids 146-180 on protein Q8NDW8				TPR 3	Q8NDW8	
chr3	39112562	39114665	repeat	1000	+	39112562	39114665	12,12,120	2	18,81	0,2022		cmpl	cmpl	0,0	swissprot				Manually reviewed (Swiss-Prot)	repeat	amino acids 181-213 on protein Q8NDW8				TPR 4	Q8NDW8	
chr3	39114668	39118093	repeat	1000	+	39114668	39118093	12,12,120	2	74,25	0,3400		cmpl	cmpl	0,0	swissprot				Manually reviewed (Swiss-Prot)	repeat	amino acids 215-247 on protein Q8NDW8				TPR 5	Q8NDW8	
chr3	39121071	39121173	repeat	1000	+	39121071	39121173	12,12,120	1	102	0		cmpl	cmpl	0	swissprot				Manually reviewed (Swiss-Prot)	repeat	amino acids 334-367 on protein Q8NDW8				TPR 6	Q8NDW8	
chr3	39121071	39121173	repeat	0	+	39121071	39121173	0,150,250	1	102	0		cmpl	cmpl	0	trembl				Unreviewed (TrEMBL)	repeat	amino acids 326-359 on protein A0A0B4J1Y2				TPR	A0A0B4J1Y2	
chr3	39126347	39128389	repeat	1000	+	39126347	39128389	12,12,120	2	43,56	0,1986		cmpl	cmpl	0,0	swissprot				Manually reviewed (Swiss-Prot)	repeat	amino acids 502-534 on protein Q8NDW8				TPR 7	Q8NDW8	
chr3	39126347	39128389	repeat	0	+	39126347	39128389	0,150,250	2	43,59	0,1983		cmpl	cmpl	0,0	trembl				Unreviewed (TrEMBL)	repeat	amino acids 494-527 on protein A0A0B4J1Y2				TPR	A0A0B4J1Y2	
chr3	39128728	39128830	repeat	1000	+	39128728	39128830	12,12,120	1	102	0		cmpl	cmpl	0	swissprot				Manually reviewed (Swiss-Prot)	repeat	amino acids 572-605 on protein Q8NDW8				TPR 8	Q8NDW8	
chr3	39130103	39130301	repeat	1000	+	39130103	39130301	12,12,120	2	48,54	0,144		cmpl	cmpl	0,0	swissprot				Manually reviewed (Swiss-Prot)	repeat	amino acids 728-761 on protein Q8NDW8				TPR 9	Q8NDW8	
chr3	39130103	39130301	repeat	0	+	39130103	39130301	0,150,250	2	48,54	0,144		cmpl	cmpl	0,0	trembl				Unreviewed (TrEMBL)	repeat	amino acids 721-754 on protein A0A0B4J1Y2				TPR	A0A0B4J1Y2	
chr3	39130301	39130745	repeat	1000	+	39130301	39130745	12,12,120	2	57,45	0,399		cmpl	cmpl	0,0	swissprot				Manually reviewed (Swiss-Prot)	repeat	amino acids 762-795 on protein Q8NDW8				TPR 10	Q8NDW8	
